,book_id,genre,Book-Rating,book_title,generic_genre
8458,924814,Fiction,8.416666666666666,Patriot Games,Fiction
8459,925789,Speculative fiction,8.266666666666667,Changing Places,Science Fiction
8459,925789,Fiction,8.266666666666667,Changing Places,Fiction
8459,925789,Campus novel,8.266666666666667,Changing Places,Other
8460,925796,Fiction,7.5,Beneath the Wheel,Fiction
8460,925796,Novel,7.5,Beneath the Wheel,Novel
8461,925819,Campus novel,,Small World: An Academic Romance,Other
8463,929643,Novella,8.0,No One Writes to the Colonel,Other
8464,929833,Short story,7.0,Young Goodman Brown,Other
8464,929833,Fiction,7.0,Young Goodman Brown,Fiction
8465,930137,Comic novel,,The Life and Adventures of Nicholas Nickleby,Other
8465,930137,Novel,,The Life and Adventures of Nicholas Nickleby,Novel
8466,931061,Mystery,7.637931034482759,The Partner,Mystery
8466,931061,Children's literature,7.637931034482759,The Partner,Children's Literature
8466,931061,Fiction,7.637931034482759,The Partner,Fiction
8466,931061,Suspense,7.637931034482759,The Partner,Mystery
8467,931065,Novel,7.441666666666666,Skipping Christmas,Novel
8467,931065,Fiction,7.441666666666666,Skipping Christmas,Fiction
8467,931065,Comedy,7.441666666666666,Skipping Christmas,Comedy
8468,932488,Fantasy,10.0,Fevre Dream,Fantasy
8468,932488,Science Fiction,10.0,Fevre Dream,Science Fiction
8468,932488,Speculative fiction,10.0,Fevre Dream,Science Fiction
8468,932488,Horror,10.0,Fevre Dream,Horror
8468,932488,Fiction,10.0,Fevre Dream,Fiction
8469,933137,Mystery,8.181818181818182,The Firm,Mystery
8469,933137,Children's literature,8.181818181818182,The Firm,Children's Literature
8469,933137,Fiction,8.181818181818182,The Firm,Fiction
8469,933137,Suspense,8.181818181818182,The Firm,Mystery
8470,933335,Fiction,8.051724137931034,A Fine Balance,Fiction
8470,933335,Historical novel,8.051724137931034,A Fine Balance,Historical
8471,935303,Fantasy,5.0,The Night Watch,Fantasy
8471,935303,Speculative fiction,5.0,The Night Watch,Science Fiction
8471,935303,Horror,5.0,The Night Watch,Horror
8472,935384,Science Fiction,7.0,The Cobweb,Science Fiction
8472,935384,Speculative fiction,7.0,The Cobweb,Science Fiction
8472,935384,Fiction,7.0,The Cobweb,Fiction
8473,935408,Thriller,7.0,Interface,Thriller
8473,935408,Speculative fiction,7.0,Interface,Science Fiction
8473,935408,Fiction,7.0,Interface,Fiction
8473,935408,Novel,7.0,Interface,Novel
8474,936381,Fiction,8.368421052631579,Tipping the Velvet,Fiction
8475,941708,Science Fiction,8.0,The Leaky Establishment,Science Fiction
8475,941708,Speculative fiction,8.0,The Leaky Establishment,Science Fiction
8475,941708,Fiction,8.0,The Leaky Establishment,Fiction
8476,941838,Fiction,8.0,Pnin,Fiction
8476,941838,Novel,8.0,Pnin,Novel
8477,944096,Mystery,6.666666666666667,Digital Fortress,Mystery
8477,944096,Science Fiction,6.666666666666667,Digital Fortress,Science Fiction
8477,944096,Techno-thriller,6.666666666666667,Digital Fortress,Thriller
8477,944096,Fiction,6.666666666666667,Digital Fortress,Fiction
8478,944932,Science Fiction,7.6,Slow River,Science Fiction
8478,944932,Speculative fiction,7.6,Slow River,Science Fiction
8478,944932,Fiction,7.6,Slow River,Fiction
8480,948759,Historical novel,6.571428571428571,Prague: A Novel,Historical
8481,949331,Fiction,9.0,Cloudstreet,Fiction
8481,949331,Novel,9.0,Cloudstreet,Novel
8483,950995,Science Fiction,,The Great Explosion,Science Fiction
8483,950995,Speculative fiction,,The Great Explosion,Science Fiction
8483,950995,Novel,,The Great Explosion,Novel
8484,951987,Science Fiction,7.545454545454546,"Over Sea, Under Stone",Science Fiction
8484,951987,Children's literature,7.545454545454546,"Over Sea, Under Stone",Children's Literature
8484,951987,Speculative fiction,7.545454545454546,"Over Sea, Under Stone",Science Fiction
8484,951987,Young adult literature,7.545454545454546,"Over Sea, Under Stone",Young Adult
8484,951987,Mystery,7.545454545454546,"Over Sea, Under Stone",Mystery
8484,951987,Fantasy,7.545454545454546,"Over Sea, Under Stone",Fantasy
8484,951987,Fiction,7.545454545454546,"Over Sea, Under Stone",Fiction
8485,954125,Science Fiction,6.75,Earth Abides,Science Fiction
8485,954125,Speculative fiction,6.75,Earth Abides,Science Fiction
8486,954128,Science Fiction,8.38888888888889,Lucifer's Hammer,Science Fiction
8486,954128,Apocalyptic and post-apocalyptic fiction,8.38888888888889,Lucifer's Hammer,Dystopian
8486,954128,Speculative fiction,8.38888888888889,Lucifer's Hammer,Science Fiction
8486,954128,Novel,8.38888888888889,Lucifer's Hammer,Novel
8487,957682,Science Fiction,8.0,In Death Ground,Science Fiction
8487,957682,Speculative fiction,8.0,In Death Ground,Science Fiction
8488,957685,Science Fiction,9.333333333333334,The Shiva Option,Science Fiction
8488,957685,Speculative fiction,9.333333333333334,The Shiva Option,Science Fiction
8489,959366,Satire,8.263157894736842,Holes,Satire
8489,959366,Children's literature,8.263157894736842,Holes,Children's Literature
8489,959366,Young adult literature,8.263157894736842,Holes,Young Adult
8489,959366,Fiction,8.263157894736842,Holes,Fiction
8489,959366,Adventure novel,8.263157894736842,Holes,Adventure
8490,963677,Speculative fiction,6.428571428571429,The Pillars of Creation,Science Fiction
8490,963677,Fantasy,6.428571428571429,The Pillars of Creation,Fantasy
8490,963677,Fiction,6.428571428571429,The Pillars of Creation,Fiction
8490,963677,High fantasy,6.428571428571429,The Pillars of Creation,Fantasy
8491,963826,Dystopia,,Memoirs Found in a Bathtub,Dystopian
8491,963826,Science Fiction,,Memoirs Found in a Bathtub,Science Fiction
8491,963826,Satire,,Memoirs Found in a Bathtub,Satire
8491,963826,Social science fiction,,Memoirs Found in a Bathtub,Other
8491,963826,Utopian and dystopian fiction,,Memoirs Found in a Bathtub,Dystopian
8492,965808,Historical fiction,8.0,Pollyanna,Historical
8492,965808,Children's literature,8.0,Pollyanna,Children's Literature
8492,965808,Fiction,8.0,Pollyanna,Fiction
8493,967902,Science Fiction,9.0,Magician,Science Fiction
8493,967902,Fantasy,9.0,Magician,Fantasy
8493,967902,Fiction,9.0,Magician,Fiction
8494,968251,Fiction,7.0,The Cruel Sea,Fiction
8494,968251,Novel,7.0,The Cruel Sea,Novel
8495,970792,Science Fiction,5.5,The World Inside,Science Fiction
8495,970792,Speculative fiction,5.5,The World Inside,Science Fiction
8495,970792,Fiction,5.5,The World Inside,Fiction
8495,970792,Dystopia,5.5,The World Inside,Dystopian
8496,973917,Fantasy,8.416666666666666,My Ishmael,Fantasy
8496,973917,Fiction,8.416666666666666,My Ishmael,Fiction
8496,973917,Novel,8.416666666666666,My Ishmael,Novel
8497,974732,Speculative fiction,,Cities of the Red Night,Science Fiction
8497,974732,Novel,,Cities of the Red Night,Novel
8498,976079,Science Fiction,7.8,Generation Warriors,Science Fiction
8498,976079,Children's literature,7.8,Generation Warriors,Children's Literature
8498,976079,Fantasy,7.8,Generation Warriors,Fantasy
8498,976079,Speculative fiction,7.8,Generation Warriors,Science Fiction
8498,976079,Fiction,7.8,Generation Warriors,Fiction
8499,976322,Children's literature,7.2,The Chocolate War,Children's Literature
8499,976322,Young adult literature,7.2,The Chocolate War,Young Adult
8499,976322,Speculative fiction,7.2,The Chocolate War,Science Fiction
8499,976322,Fiction,7.2,The Chocolate War,Fiction
8500,982237,Picture book,10.0,The Polar Express,Other
8500,982237,Children's literature,10.0,The Polar Express,Children's Literature
8500,982237,Fiction,10.0,The Polar Express,Fiction
8502,985500,Crime Fiction,,The Gemini Contenders,Crime
8502,985500,Fiction,,The Gemini Contenders,Fiction
8502,985500,Suspense,,The Gemini Contenders,Mystery
8504,992298,Western,7.0,Riders of the Purple Sage,Other
8504,992298,Fiction,7.0,Riders of the Purple Sage,Fiction
8505,992507,Science Fiction,7.2,Dragondrums,Science Fiction
8505,992507,Children's literature,7.2,Dragondrums,Children's Literature
8505,992507,Speculative fiction,7.2,Dragondrums,Science Fiction
8505,992507,Young adult literature,7.2,Dragondrums,Young Adult
8505,992507,Fantasy,7.2,Dragondrums,Fantasy
8505,992507,Fiction,7.2,Dragondrums,Fiction
8506,992863,Cyberpunk,7.230769230769231,Virtual Light,Other
8506,992863,Science Fiction,7.230769230769231,Virtual Light,Science Fiction
8506,992863,Utopian and dystopian fiction,7.230769230769231,Virtual Light,Dystopian
8507,992864,Cyberpunk,7.56,Idoru,Other
8507,992864,Science Fiction,7.56,Idoru,Science Fiction
8507,992864,Speculative fiction,7.56,Idoru,Science Fiction
8507,992864,Utopian and dystopian fiction,7.56,Idoru,Dystopian
8508,995520,Crime Fiction,10.0,Evil Under the Sun,Crime
8508,995520,Detective fiction,10.0,Evil Under the Sun,Mystery
8508,995520,Children's literature,10.0,Evil Under the Sun,Children's Literature
8508,995520,Mystery,10.0,Evil Under the Sun,Mystery
8508,995520,Fiction,10.0,Evil Under the Sun,Fiction
8508,995520,Suspense,10.0,Evil Under the Sun,Mystery
8509,999996,Science Fiction,7.455696202531645,Airframe,Science Fiction
8509,999996,Novel,7.455696202531645,Airframe,Novel
8510,1002089,Speculative fiction,9.0,Sputnik Sweetheart,Science Fiction
8510,1002089,Fiction,9.0,Sputnik Sweetheart,Fiction
8510,1002089,Novel,9.0,Sputnik Sweetheart,Novel
8511,1003536,Young adult literature,7.0,My Friend Flicka,Young Adult
8511,1003536,Novel,7.0,My Friend Flicka,Novel
8512,1003561,Science Fiction,10.0,A Planet Called Treason,Science Fiction
8512,1003561,Speculative fiction,10.0,A Planet Called Treason,Science Fiction
8513,1004961,Mathematics,,The Soul of a New Machine,Other
8513,1004961,Science,,The Soul of a New Machine,Science
8514,1014591,Science Fiction,9.5,Eden,Science Fiction
8514,1014591,Speculative fiction,9.5,Eden,Science Fiction
8515,1015400,Science Fiction,8.0,Ringworld's Children,Science Fiction
8515,1015400,Speculative fiction,8.0,Ringworld's Children,Science Fiction
8515,1015400,Novel,8.0,Ringworld's Children,Novel
8516,1019550,Western,,Comanche Moon,Other
8516,1019550,Children's literature,,Comanche Moon,Children's Literature
8516,1019550,Fiction,,Comanche Moon,Fiction
8517,1020222,Speculative fiction,6.333333333333333,Coldheart Canyon,Science Fiction
8517,1020222,Horror,6.333333333333333,Coldheart Canyon,Horror
8518,1020773,Science Fiction,,Tarzan of the Apes,Science Fiction
8518,1020773,Children's literature,,Tarzan of the Apes,Children's Literature
8518,1020773,Adventure novel,,Tarzan of the Apes,Adventure
8518,1020773,Speculative fiction,,Tarzan of the Apes,Science Fiction
8518,1020773,Travel,,Tarzan of the Apes,Travel
8518,1020773,Fantasy,,Tarzan of the Apes,Fantasy
8518,1020773,Fiction,,Tarzan of the Apes,Fiction
8519,1022221,Thriller,7.602150537634409,Deception Point,Thriller
8519,1022221,Techno-thriller,7.602150537634409,Deception Point,Thriller
8519,1022221,Speculative fiction,7.602150537634409,Deception Point,Science Fiction
8519,1022221,Science Fiction,7.602150537634409,Deception Point,Science Fiction
8520,1022544,Novel,7.866666666666666,Love in the Time of Cholera,Novel
8521,1022836,Science Fiction,8.0,Ammonite,Science Fiction
8521,1022836,Speculative fiction,8.0,Ammonite,Science Fiction
8522,1023048,Science Fiction,,Rite of Passage,Science Fiction
8522,1023048,Speculative fiction,,Rite of Passage,Science Fiction
8522,1023048,Fiction,,Rite of Passage,Fiction
8522,1023048,Novel,,Rite of Passage,Novel
8523,1027491,Speculative fiction,,The Best and the Brightest,Science Fiction
8524,1027926,Travel literature,,Thrilling Cities,Other
8525,1028226,Children's literature,10.0,Fungus the Bogeyman,Children's Literature
8525,1028226,Fiction,10.0,Fungus the Bogeyman,Fiction
8526,1028446,Novel,8.545454545454545,Up the Down Staircase,Novel
8527,1029351,Novel,7.5,A Summons to Memphis,Novel
8528,1030384,Thriller,6.333333333333333,Coma,Thriller
8528,1030384,Speculative fiction,6.333333333333333,Coma,Science Fiction
8528,1030384,Horror,6.333333333333333,Coma,Horror
8528,1030384,Fiction,6.333333333333333,Coma,Fiction
8529,1030788,Autobiography,,Kaffir Boy,Autobiography/Memoir
8530,1032415,Science Fiction,9.0,A Princess of Mars,Science Fiction
8530,1032415,Children's literature,9.0,A Princess of Mars,Children's Literature
8530,1032415,Planetary romance,9.0,A Princess of Mars,Other
8530,1032415,Sword and planet,9.0,A Princess of Mars,Other
8530,1032415,Speculative fiction,9.0,A Princess of Mars,Science Fiction
8530,1032415,Fantasy,9.0,A Princess of Mars,Fantasy
8530,1032415,Fiction,9.0,A Princess of Mars,Fiction
8531,1032876,Crime Fiction,8.0,Faceless Killers: A Mystery,Crime
8531,1032876,Mystery,8.0,Faceless Killers: A Mystery,Mystery
8531,1032876,Novel,8.0,Faceless Killers: A Mystery,Novel
8531,1032876,Fiction,8.0,Faceless Killers: A Mystery,Fiction
8531,1032876,Suspense,8.0,Faceless Killers: A Mystery,Mystery
8532,1036167,Speculative fiction,,Earthly Powers,Science Fiction
8532,1036167,Historical novel,,Earthly Powers,Historical
8533,1037400,Fiction,8.35483870967742,Sanctuary,Fiction
8534,1038036,Fiction,,Hotel,Fiction
8535,1039302,Science Fiction,7.961538461538462,Nightshade,Science Fiction
8536,1041055,Fiction,7.36,A Man in Full,Fiction
8536,1041055,Novel,7.36,A Man in Full,Novel
8537,1041118,Novel,,The Blackwater Lightship,Novel
8539,1041696,Fiction,7.357142857142857,The Last Don,Fiction
8539,1041696,Suspense,7.357142857142857,The Last Don,Mystery
8540,1044528,Parody,,Doon,Other
8540,1044528,Science Fiction,,Doon,Science Fiction
8540,1044528,Speculative fiction,,Doon,Science Fiction
8541,1044676,Mystery,,I Am the Cheese,Mystery
8541,1044676,Children's literature,,I Am the Cheese,Children's Literature
8541,1044676,Young adult literature,,I Am the Cheese,Young Adult
8541,1044676,Speculative fiction,,I Am the Cheese,Science Fiction
8541,1044676,Fiction,,I Am the Cheese,Fiction
8542,1045304,Science Fiction,6.0,My Name is Legion,Science Fiction
8542,1045304,Short story,6.0,My Name is Legion,Other
8543,1047006,Biographical novel,7.642857142857143,He Died With A Felafel In His Hand,Other
8543,1047006,Comic novel,7.642857142857143,He Died With A Felafel In His Hand,Other
8544,1047128,Speculative fiction,7.0,Count Karlstein,Science Fiction
8544,1047128,Children's literature,7.0,Count Karlstein,Children's Literature
8544,1047128,Fiction,7.0,Count Karlstein,Fiction
8545,1049941,Western,,Black Sun,Other
8545,1049941,Fiction,,Black Sun,Fiction
8545,1049941,Romance novel,,Black Sun,Romance
8546,1053614,Mystery,10.0,The Third Policeman,Mystery
8546,1053614,Comic novel,10.0,The Third Policeman,Other
8546,1053614,Speculative fiction,10.0,The Third Policeman,Science Fiction
8546,1053614,Fiction,10.0,The Third Policeman,Fiction
8547,1055983,Non-fiction,8.714285714285714,Under the Banner of Heaven: A Story of Violent Faith,Non-fiction
8548,1057288,Science Fiction,8.0,West of Eden,Science Fiction
8548,1057288,Novel,8.0,West of Eden,Novel
8548,1057288,Alternate history,8.0,West of Eden,Historical
8548,1057288,Speculative fiction,8.0,West of Eden,Science Fiction
8548,1057288,Fantasy,8.0,West of Eden,Fantasy
8548,1057288,Fiction,8.0,West of Eden,Fiction
8549,1058538,Fantasy,8.333333333333334,On a Pale Horse,Fantasy
8549,1058538,Novel,8.333333333333334,On a Pale Horse,Novel
8551,1060323,Thriller,6.842105263157895,The Stars Shine Down,Thriller
8551,1060323,Fiction,6.842105263157895,The Stars Shine Down,Fiction
8551,1060323,Romance novel,6.842105263157895,The Stars Shine Down,Romance
8551,1060323,Novel,6.842105263157895,The Stars Shine Down,Novel
8552,1060361,Novel,,Dombey and Son,Novel
8553,1063412,Science Fiction,8.8125,Mrs. Frisby and the Rats of NIMH,Science Fiction
8553,1063412,Children's literature,8.8125,Mrs. Frisby and the Rats of NIMH,Children's Literature
8553,1063412,Fantasy,8.8125,Mrs. Frisby and the Rats of NIMH,Fantasy
8553,1063412,Speculative fiction,8.8125,Mrs. Frisby and the Rats of NIMH,Science Fiction
8553,1063412,Fiction,8.8125,Mrs. Frisby and the Rats of NIMH,Fiction
8554,1063805,Fiction,8.6,Requiem for a Dream,Fiction
8555,1064385,Novel,,On The Black Hill,Novel
8556,1066922,Travel literature,8.241379310344827,Travels With Charley: In Search of America,Other
8557,1069701,Fiction,7.0,Spring Snow,Fiction
8557,1069701,Novel,7.0,Spring Snow,Novel
8558,1073546,Thriller,7.297297297297297,The Sigma Protocol,Thriller
8559,1074034,Fiction,,The Keepers of the House,Fiction
8559,1074034,Novel,,The Keepers of the House,Novel
8560,1075934,Historical novel,7.0,Strandloper,Historical
8561,1080979,Speculative fiction,,The Last of the Really Great Whangdoodles,Science Fiction
8561,1080979,Fantasy,,The Last of the Really Great Whangdoodles,Fantasy
8561,1080979,Children's literature,,The Last of the Really Great Whangdoodles,Children's Literature
8564,1085364,Science Fiction,7.8,The Smoke Ring,Science Fiction
8564,1085364,Speculative fiction,7.8,The Smoke Ring,Science Fiction
8564,1085364,Fiction,7.8,The Smoke Ring,Fiction
8564,1085364,Novel,7.8,The Smoke Ring,Novel
8565,1085604,Science Fiction,,Stars in My Pocket Like Grains of Sand,Science Fiction
8565,1085604,Speculative fiction,,Stars in My Pocket Like Grains of Sand,Science Fiction
8566,1087753,Science Fiction,8.4,A Wind in the Door,Science Fiction
8566,1087753,Children's literature,8.4,A Wind in the Door,Children's Literature
8566,1087753,Speculative fiction,8.4,A Wind in the Door,Science Fiction
8566,1087753,Young adult literature,8.4,A Wind in the Door,Young Adult
8566,1087753,Fantasy,8.4,A Wind in the Door,Fantasy
8566,1087753,Fiction,8.4,A Wind in the Door,Fiction
8567,1088794,Science Fiction,,The Big Time,Science Fiction
8567,1088794,Speculative fiction,,The Big Time,Science Fiction
8567,1088794,Fiction,,The Big Time,Fiction
8567,1088794,War novel,,The Big Time,Historical
8568,1089665,Mystery,8.34920634920635,The Last Juror,Mystery
8568,1089665,Novel,8.34920634920635,The Last Juror,Novel
8568,1089665,Suspense,8.34920634920635,The Last Juror,Mystery
8569,1090476,Science Fiction,7.333333333333333,Harpist in the Wind,Science Fiction
8569,1090476,Children's literature,7.333333333333333,Harpist in the Wind,Children's Literature
8569,1090476,Fantasy,7.333333333333333,Harpist in the Wind,Fantasy
8569,1090476,Speculative fiction,7.333333333333333,Harpist in the Wind,Science Fiction
8569,1090476,Fiction,7.333333333333333,Harpist in the Wind,Fiction
8570,1092478,Science Fiction,,Schismatrix,Science Fiction
8570,1092478,Speculative fiction,,Schismatrix,Science Fiction
8571,1093821,Science Fiction,,The City of Ember,Science Fiction
8571,1093821,Children's literature,,The City of Ember,Children's Literature
8571,1093821,Speculative fiction,,The City of Ember,Science Fiction
8571,1093821,Young adult literature,,The City of Ember,Young Adult
8571,1093821,Apocalyptic and post-apocalyptic fiction,,The City of Ember,Dystopian
8571,1093821,Fantasy,,The City of Ember,Fantasy
8571,1093821,Fiction,,The City of Ember,Fiction
8572,1096080,Fiction,7.0,The Great American Novel,Fiction
8572,1096080,Novel,7.0,The Great American Novel,Novel
8573,1096847,Philosophy,6.7631578947368425,The Celestine Prophecy,Philosophy
8573,1096847,Speculative fiction,6.7631578947368425,The Celestine Prophecy,Science Fiction
8573,1096847,Inspirational,6.7631578947368425,The Celestine Prophecy,Other
8573,1096847,Fiction,6.7631578947368425,The Celestine Prophecy,Fiction
8574,1097220,Speculative fiction,7.375,Castaways of the Flying Dutchman,Science Fiction
8574,1097220,Fantasy,7.375,Castaways of the Flying Dutchman,Fantasy
8575,1103865,Alternate history,,Seventh Son,Historical
8575,1103865,Science Fiction,,Seventh Son,Science Fiction
8575,1103865,Speculative fiction,,Seventh Son,Science Fiction
8575,1103865,Fantasy,,Seventh Son,Fantasy
8575,1103865,Fiction,,Seventh Son,Fiction
8576,1103880,Speculative fiction,7.617021276595745,Rose Madder,Science Fiction
8576,1103880,Fantasy,7.617021276595745,Rose Madder,Fantasy
8577,1105686,Speculative fiction,7.681818181818182,Eaters of the Dead,Science Fiction
8577,1105686,Historical fiction,7.681818181818182,Eaters of the Dead,Historical
8577,1105686,Fantasy,7.681818181818182,Eaters of the Dead,Fantasy
8577,1105686,Fiction,7.681818181818182,Eaters of the Dead,Fiction
8577,1105686,Historical novel,7.681818181818182,Eaters of the Dead,Historical
8577,1105686,Suspense,7.681818181818182,Eaters of the Dead,Mystery
8578,1106189,Speculative fiction,8.0,The Lyre of Orpheus,Science Fiction
8578,1106189,Fiction,8.0,The Lyre of Orpheus,Fiction
8579,1106246,Speculative fiction,7.5,The Clan of the Cave Bear,Science Fiction
8579,1106246,Fantasy,7.5,The Clan of the Cave Bear,Fantasy
8579,1106246,Fiction,7.5,The Clan of the Cave Bear,Fiction
8579,1106246,Historical novel,7.5,The Clan of the Cave Bear,Historical
8580,1107288,Fiction,7.666666666666667,Song of Solomon,Fiction
8581,1114779,Fiction,6.916666666666667,White Teeth,Fiction
8581,1114779,Novel,6.916666666666667,White Teeth,Novel
8582,1114886,Speculative fiction,7.583333333333333,My Uncle Oswald,Science Fiction
8582,1114886,Fiction,7.583333333333333,My Uncle Oswald,Fiction
8582,1114886,Novel,7.583333333333333,My Uncle Oswald,Novel
8583,1115451,Mystery,8.266666666666667,Boy's Life,Mystery
8583,1115451,Speculative fiction,8.266666666666667,Boy's Life,Science Fiction
8584,1117350,Science Fiction,7.0,The Magic Finger,Science Fiction
8584,1117350,Children's literature,7.0,The Magic Finger,Children's Literature
8584,1117350,Fantasy,7.0,The Magic Finger,Fantasy
8584,1117350,Speculative fiction,7.0,The Magic Finger,Science Fiction
8584,1117350,Fiction,7.0,The Magic Finger,Fiction
8585,1117355,Speculative fiction,9.333333333333334,The Twits,Science Fiction
8585,1117355,Children's literature,9.333333333333334,The Twits,Children's Literature
8585,1117355,Fiction,9.333333333333334,The Twits,Fiction
8586,1117368,Speculative fiction,10.0,George's Marvelous Medicine,Science Fiction
8586,1117368,Children's literature,10.0,George's Marvelous Medicine,Children's Literature
8587,1117371,Speculative fiction,3.0,The Giraffe and the Pelly and Me,Science Fiction
8587,1117371,Children's literature,3.0,The Giraffe and the Pelly and Me,Children's Literature
8587,1117371,Fiction,3.0,The Giraffe and the Pelly and Me,Fiction
8588,1117383,Speculative fiction,10.0,Esio Trot,Science Fiction
8588,1117383,Children's literature,10.0,Esio Trot,Children's Literature
8588,1117383,Fiction,10.0,Esio Trot,Fiction
8589,1117402,Speculative fiction,10.0,The Vicar of Nibbleswicke,Science Fiction
8589,1117402,Children's literature,10.0,The Vicar of Nibbleswicke,Children's Literature
8589,1117402,Fiction,10.0,The Vicar of Nibbleswicke,Fiction
8590,1118191,Fiction,7.8,For Love of the Game,Fiction
8591,1119552,Speculative fiction,8.166666666666666,The Lions of Al-Rassan,Science Fiction
8591,1119552,Fantasy,8.166666666666666,The Lions of Al-Rassan,Fantasy
8591,1119552,Fiction,8.166666666666666,The Lions of Al-Rassan,Fiction
8591,1119552,Historical novel,8.166666666666666,The Lions of Al-Rassan,Historical
8592,1119607,Mystery,9.0,An Unsuitable Job for a Woman,Mystery
8592,1119607,Fiction,9.0,An Unsuitable Job for a Woman,Fiction
8592,1119607,Suspense,9.0,An Unsuitable Job for a Woman,Mystery
8595,1120690,Spy fiction,7.0,Scorpius,Thriller
8596,1120915,Fiction,,The Amateur Marriage,Fiction
8596,1120915,Novel,,The Amateur Marriage,Novel
8597,1121236,Novel,,Crabwalk,Novel
8598,1122051,Travel,7.938461538461539,Into the Wild,Travel
8598,1122051,Biography,7.938461538461539,Into the Wild,Biography
8598,1122051,Travel literature,7.938461538461539,Into the Wild,Other
8598,1122051,Speculative fiction,7.938461538461539,Into the Wild,Science Fiction
8598,1122051,Non-fiction,7.938461538461539,Into the Wild,Non-fiction
8598,1122051,Autobiography,7.938461538461539,Into the Wild,Autobiography/Memoir
8599,1124243,Non-fiction,4.0,The True Believer: Thoughts on the Nature of Mass Movements,Non-fiction
8600,1126435,Science Fiction,5.0,Voyage from Yesteryear,Science Fiction
8600,1126435,Speculative fiction,5.0,Voyage from Yesteryear,Science Fiction
8600,1126435,Fiction,5.0,Voyage from Yesteryear,Fiction
8601,1129268,Novel,7.0,How Far Can You Go?,Novel
8603,1130241,Science Fiction,7.666666666666667,Moonseed,Science Fiction
8603,1130241,Speculative fiction,7.666666666666667,Moonseed,Science Fiction
8603,1130241,Fiction,7.666666666666667,Moonseed,Fiction
8604,1133955,Fiction,,The Horse's Mouth,Fiction
8605,1137787,Thriller,8.444444444444445,Odd Thomas,Thriller
8605,1137787,Mystery,8.444444444444445,Odd Thomas,Mystery
8605,1137787,Speculative fiction,8.444444444444445,Odd Thomas,Science Fiction
8605,1137787,Horror,8.444444444444445,Odd Thomas,Horror
8606,1139745,Thriller,7.125,The Teeth of the Tiger,Thriller
8606,1139745,Fiction,7.125,The Teeth of the Tiger,Fiction
8606,1139745,Novel,7.125,The Teeth of the Tiger,Novel
8607,1139964,Science Fiction,7.0,Fantastic Voyage II: Destination Brain,Science Fiction
8607,1139964,Speculative fiction,7.0,Fantastic Voyage II: Destination Brain,Science Fiction
8608,1140236,Gothic fiction,7.333333333333333,Cycle of the Werewolf,Horror
8608,1140236,Children's literature,7.333333333333333,Cycle of the Werewolf,Children's Literature
8608,1140236,Horror,7.333333333333333,Cycle of the Werewolf,Horror
8608,1140236,Speculative fiction,7.333333333333333,Cycle of the Werewolf,Science Fiction
8608,1140236,Fiction,7.333333333333333,Cycle of the Werewolf,Fiction
8609,1143535,Fantasy,,The Dream-Quest of Unknown Kadath,Fantasy
8609,1143535,Science Fiction,,The Dream-Quest of Unknown Kadath,Science Fiction
8609,1143535,Speculative fiction,,The Dream-Quest of Unknown Kadath,Science Fiction
8609,1143535,Horror,,The Dream-Quest of Unknown Kadath,Horror
8609,1143535,Fiction,,The Dream-Quest of Unknown Kadath,Fiction
8611,1145369,Thriller,7.428571428571429,Black House,Thriller
8611,1145369,Horror,7.428571428571429,Black House,Horror
8611,1145369,Speculative fiction,7.428571428571429,Black House,Science Fiction
8611,1145369,Mystery,7.428571428571429,Black House,Mystery
8611,1145369,Fantasy,7.428571428571429,Black House,Fantasy
8611,1145369,Fiction,7.428571428571429,Black House,Fiction
8611,1145369,Suspense,7.428571428571429,Black House,Mystery
8614,1146823,Comic novel,8.0,Monsignor Quixote,Other
8614,1146823,Speculative fiction,8.0,Monsignor Quixote,Science Fiction
8614,1146823,Fiction,8.0,Monsignor Quixote,Fiction
8614,1146823,Comedy,8.0,Monsignor Quixote,Comedy
8615,1146965,Speculative fiction,10.0,The Ghost Writer,Science Fiction
8615,1146965,Fiction,10.0,The Ghost Writer,Fiction
8615,1146965,Novel,10.0,The Ghost Writer,Novel
8616,1147274,Fiction,,Politics,Fiction
8616,1147274,Novel,,Politics,Novel
8617,1151016,Fiction,7.6,The Basic Eight,Fiction
8618,1155591,Science Fiction,5.0,Not This August,Science Fiction
8618,1155591,Speculative fiction,5.0,Not This August,Science Fiction
8619,1155846,Gamebook,,The Warlock of Firetop Mountain,Other
8620,1162324,History,,The General in His Labyrinth,History
8620,1162324,Historical novel,,The General in His Labyrinth,Historical
8621,1163002,Historical fiction,7.2,Birdsong,Historical
8621,1163002,Fiction,7.2,Birdsong,Fiction
8621,1163002,War novel,7.2,Birdsong,Historical
8622,1164368,Speculative fiction,9.0,A Little Princess,Science Fiction
8622,1164368,Children's literature,9.0,A Little Princess,Children's Literature
8622,1164368,Fiction,9.0,A Little Princess,Fiction
8623,1164887,Crime Fiction,7.833333333333333,True History of the Kelly Gang,Crime
8623,1164887,Novel,7.833333333333333,True History of the Kelly Gang,Novel
8623,1164887,Fiction,7.833333333333333,True History of the Kelly Gang,Fiction
8623,1164887,Historical novel,7.833333333333333,True History of the Kelly Gang,Historical
8624,1165276,Ergodic literature,10.0,Night of January 16th,Other
8625,1166383,Novel,,White Noise,Novel
8625,1166383,Postmodernism,,White Noise,Other
